Site_ID,Site_Name,Latitude,Longitude,Elevation_in_Meters,Individual_ID,Phenophase_ID,Phenophase_Description,FirstObs_Year,FirstObs_Month,FirstObs_Day,FirstObs_DOY,FirstObs_Julian_Date,LastObs_Year,LastObs_Month,LastObs_Day,LastObs_DOY,LastObs_Julian_Date,Tmax_Winter,Tmax_Spring,Tmax_Summer,Tmax_Fall,Prcp_Winter,Prcp_Spring,Prcp_Summer,Prcp_Fall
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,390,Ripe_fruits,2017,11,19,323,2458077,2017,11,19,323,2458077,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,390,Ripe_fruits,2017,12,16,350,2458104,2017,12,16,350,2458104,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,471,Falling_leaves,2017,9,19,262,2458016,2017,10,15,288,2458042,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,471,Falling_leaves,2017,10,28,301,2458055,2017,10,28,301,2458055,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,483,Leaves,2017,8,20,232,2457986,2017,10,15,288,2458042,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,483,Leaves,2017,10,28,301,2458055,2017,10,28,301,2458055,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,498,Colored_leaves,2017,9,17,260,2458014,2017,10,15,288,2458042,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,498,Colored_leaves,2017,10,28,301,2458055,2017,10,28,301,2458055,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,516,Fruits,2017,11,12,316,2458070,2017,11,12,316,2458070,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,516,Fruits,2017,11,19,323,2458077,2017,11,19,323,2458077,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,516,Fruits,2017,12,16,350,2458104,2017,12,16,350,2458104,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142912,471,Falling_leaves,2017,9,17,260,2458014,2017,9,19,262,2458016,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142912,471,Falling_leaves,2017,10,2,275,2458029,2017,10,15,288,2458042,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142912,471,Falling_leaves,2017,10,25,298,2458052,2017,10,28,301,2458055,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142912,483,Leaves,2017,8,20,232,2457986,2017,10,15,288,2458042,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142912,483,Leaves,2017,10,25,298,2458052,2017,10,28,301,2458055,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142912,498,Colored_leaves,2017,9,17,260,2458014,2017,10,15,288,2458042,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142912,498,Colored_leaves,2017,10,25,298,2458052,2017,10,28,301,2458055,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,390,Ripe_fruits,2017,9,23,266,2458020,2017,10,2,275,2458029,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,471,Falling_leaves,2017,9,17,260,2458014,2017,10,23,296,2458050,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,471,Falling_leaves,2017,10,28,301,2458055,2017,10,28,301,2458055,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,483,Leaves,2017,8,20,232,2457986,2017,10,28,301,2458055,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,498,Colored_leaves,2017,9,17,260,2458014,2017,10,28,301,2458055,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,504,Recent_fruit_or_seed_drop,2017,9,23,266,2458020,2017,10,2,275,2458029,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,504,Recent_fruit_or_seed_drop,2017,10,8,281,2458035,2017,10,8,281,2458035,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,504,Recent_fruit_or_seed_drop,2017,10,23,296,2458050,2017,10,23,296,2458050,2.09,11.45,24.04,15.35,242,412,326,242
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,516,Fruits,2017,9,23,266,2458020,2017,10,2,275,2458029,2.09,11.45,24.04,15.35,242,412,326,242
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,390,Ripe_fruits,2017,9,18,261,2458015,2017,12,7,341,2458095,7.42,15.41,27.65,19.72,301,411,402,286
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,390,Ripe_fruits,2017,12,15,349,2458103,2017,12,21,355,2458109,7.42,15.41,27.65,19.72,301,411,402,286
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,467,Increasing_leaf_size,2017,9,8,251,2458005,2017,10,10,283,2458037,7.42,15.41,27.65,19.72,301,411,402,286
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,467,Increasing_leaf_size,2017,10,16,289,2458043,2017,10,27,300,2458054,7.42,15.41,27.65,19.72,301,411,402,286
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,467,Increasing_leaf_size,2017,11,2,306,2458060,2017,11,2,306,2458060,7.42,15.41,27.65,19.72,301,411,402,286
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,467,Increasing_leaf_size,2017,11,8,312,2458066,2017,11,13,317,2458071,7.42,15.41,27.65,19.72,301,411,402,286
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,471,Falling_leaves,2017,9,18,261,2458015,2017,10,27,300,2458054,7.42,15.41,27.65,19.72,301,411,402,286
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,471,Falling_leaves,2017,11,2,306,2458060,2017,12,1,335,2458089,7.42,15.41,27.65,19.72,301,411,402,286
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,483,Leaves,2017,9,8,251,2458005,2017,12,1,335,2458089,7.42,15.41,27.65,19.72,301,411,402,286
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,498,Colored_leaves,2017,9,8,251,2458005,2017,11,24,328,2458082,7.42,15.41,27.65,19.72,301,411,402,286
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,498,Colored_leaves,2017,11,28,332,2458086,2017,12,1,335,2458089,7.42,15.41,27.65,19.72,301,411,402,286
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,504,Recent_fruit_or_seed_drop,2017,9,18,261,2458015,2017,11,2,306,2458060,7.42,15.41,27.65,19.72,301,411,402,286
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,504,Recent_fruit_or_seed_drop,2017,11,8,312,2458066,2017,12,1,335,2458089,7.42,15.41,27.65,19.72,301,411,402,286
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,504,Recent_fruit_or_seed_drop,2017,12,19,353,2458107,2017,12,21,355,2458109,7.42,15.41,27.65,19.72,301,411,402,286
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,516,Fruits,2017,9,1,244,2457998,2017,12,7,341,2458095,7.42,15.41,27.65,19.72,301,411,402,286
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,516,Fruits,2017,12,15,349,2458103,2017,12,21,355,2458109,7.42,15.41,27.65,19.72,301,411,402,286
12249,Cayuga_Nature_Center,42.518417,-76.556999,175,52580,371,Breaking_leaf_buds,2018,5,3,123,2458242,2018,5,8,128,2458247,1.56,12.42,27.1,17.31,135,179,328,265
12249,Cayuga_Nature_Center,42.518417,-76.556999,175,52580,467,Increasing_leaf_size,2018,5,8,128,2458247,2018,5,14,134,2458253,1.56,12.42,27.1,17.31,135,179,328,265
12249,Cayuga_Nature_Center,42.518417,-76.556999,175,52580,471,Falling_leaves,2018,9,24,267,2458386,2018,9,24,267,2458386,1.56,12.42,27.1,17.31,135,179,328,265
12249,Cayuga_Nature_Center,42.518417,-76.556999,175,52580,471,Falling_leaves,2018,11,1,305,2458424,2018,11,1,305,2458424,1.56,12.42,27.1,17.31,135,179,328,265
12249,Cayuga_Nature_Center,42.518417,-76.556999,175,52580,483,Leaves,2018,5,8,128,2458247,2018,11,1,305,2458424,1.56,12.42,27.1,17.31,135,179,328,265
12249,Cayuga_Nature_Center,42.518417,-76.556999,175,52580,498,Colored_leaves,2018,9,24,267,2458386,2018,11,1,305,2458424,1.56,12.42,27.1,17.31,135,179,328,265
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,371,Breaking_leaf_buds,2018,5,7,127,2458246,2018,5,22,142,2458261,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,390,Ripe_fruits,2018,8,28,240,2458359,2018,10,4,277,2458396,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,467,Increasing_leaf_size,2018,5,10,130,2458249,2018,5,22,142,2458261,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,471,Falling_leaves,2018,7,2,183,2458302,2018,7,3,184,2458303,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,471,Falling_leaves,2018,7,31,212,2458331,2018,7,31,212,2458331,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,471,Falling_leaves,2018,8,28,240,2458359,2018,10,31,304,2458423,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,483,Leaves,2018,5,10,130,2458249,2018,10,31,304,2458423,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,498,Colored_leaves,2018,7,23,204,2458323,2018,7,23,204,2458323,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,498,Colored_leaves,2018,8,28,240,2458359,2018,10,31,304,2458423,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,500,Flowers_or_flower_buds,2018,6,2,153,2458272,2018,7,3,184,2458303,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,504,Recent_fruit_or_seed_drop,2018,8,28,240,2458359,2018,9,4,247,2458366,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,504,Recent_fruit_or_seed_drop,2018,9,23,266,2458385,2018,9,23,266,2458385,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,504,Recent_fruit_or_seed_drop,2018,10,4,277,2458396,2018,10,4,277,2458396,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,516,Fruits,2018,7,23,204,2458323,2018,12,3,337,2458456,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,371,Breaking_leaf_buds,2018,5,7,127,2458246,2018,5,14,134,2458253,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,390,Ripe_fruits,2018,9,4,247,2458366,2018,9,14,257,2458376,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,467,Increasing_leaf_size,2018,5,10,130,2458249,2018,5,22,142,2458261,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,471,Falling_leaves,2018,8,6,218,2458337,2018,9,4,247,2458366,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,471,Falling_leaves,2018,9,23,266,2458385,2018,10,31,304,2458423,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,483,Leaves,2018,5,10,130,2458249,2018,10,31,304,2458423,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,498,Colored_leaves,2018,8,13,225,2458344,2018,10,31,304,2458423,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,500,Flowers_or_flower_buds,2018,6,2,153,2458272,2018,7,3,184,2458303,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,504,Recent_fruit_or_seed_drop,2018,9,4,247,2458366,2018,9,4,247,2458366,1.52,12.56,26.83,17.51,275,289,425,259
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,516,Fruits,2018,7,23,204,2458323,2018,12,3,337,2458456,1.52,12.56,26.83,17.51,275,289,425,259
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,371,Breaking_leaf_buds,2018,3,10,69,2458188,2018,3,10,69,2458188,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,371,Breaking_leaf_buds,2018,4,9,99,2458218,2018,4,9,99,2458218,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,371,Breaking_leaf_buds,2018,5,6,126,2458245,2018,5,9,129,2458248,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,390,Ripe_fruits,2018,3,11,70,2458189,2018,3,11,70,2458189,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,467,Increasing_leaf_size,2018,5,9,129,2458248,2018,6,9,160,2458279,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,467,Increasing_leaf_size,2018,6,28,179,2458298,2018,6,28,179,2458298,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,471,Falling_leaves,2018,8,10,222,2458341,2018,8,10,222,2458341,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,471,Falling_leaves,2018,9,13,256,2458375,2018,10,1,274,2458393,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,483,Leaves,2018,5,22,142,2458261,2018,10,1,274,2458393,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,498,Colored_leaves,2018,7,26,207,2458326,2018,10,1,274,2458393,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,504,Recent_fruit_or_seed_drop,2018,3,11,70,2458189,2018,3,11,70,2458189,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,516,Fruits,2018,3,11,70,2458189,2018,3,11,70,2458189,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142912,467,Increasing_leaf_size,2018,5,9,129,2458248,2018,6,9,160,2458279,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142912,467,Increasing_leaf_size,2018,6,28,179,2458298,2018,7,26,207,2458326,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142912,471,Falling_leaves,2018,9,5,248,2458367,2018,10,1,274,2458393,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142912,483,Leaves,2018,5,22,142,2458261,2018,10,1,274,2458393,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142912,498,Colored_leaves,2018,9,5,248,2458367,2018,10,1,274,2458393,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,371,Breaking_leaf_buds,2018,3,10,69,2458188,2018,3,10,69,2458188,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,371,Breaking_leaf_buds,2018,4,9,99,2458218,2018,4,9,99,2458218,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,371,Breaking_leaf_buds,2018,5,6,126,2458245,2018,5,31,151,2458270,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,467,Increasing_leaf_size,2018,5,9,129,2458248,2018,6,9,160,2458279,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,467,Increasing_leaf_size,2018,6,28,179,2458298,2018,7,26,207,2458326,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,471,Falling_leaves,2018,7,26,207,2458326,2018,8,10,222,2458341,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,471,Falling_leaves,2018,9,13,256,2458375,2018,10,1,274,2458393,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,483,Leaves,2018,5,31,151,2458270,2018,10,1,274,2458393,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,498,Colored_leaves,2018,8,10,222,2458341,2018,10,1,274,2458393,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,504,Recent_fruit_or_seed_drop,2018,9,5,248,2458367,2018,9,5,248,2458367,0.09,10.95,25.53,15.81,199,305,416,235
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,504,Recent_fruit_or_seed_drop,2018,9,19,262,2458381,2018,9,19,262,2458381,0.09,10.95,25.53,15.81,199,305,416,235
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,371,Breaking_leaf_buds,2018,4,16,106,2458225,2018,4,16,106,2458225,5.52,15.02,28.63,19.97,306,457,406,249
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,390,Ripe_fruits,2018,1,19,19,2458138,2018,1,19,19,2458138,5.52,15.02,28.63,19.97,306,457,406,249
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,390,Ripe_fruits,2018,2,16,47,2458166,2018,3,1,60,2458179,5.52,15.02,28.63,19.97,306,457,406,249
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,390,Ripe_fruits,2018,3,6,65,2458184,2018,3,6,65,2458184,5.52,15.02,28.63,19.97,306,457,406,249
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,504,Recent_fruit_or_seed_drop,2018,1,19,19,2458138,2018,1,19,19,2458138,5.52,15.02,28.63,19.97,306,457,406,249
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,504,Recent_fruit_or_seed_drop,2018,2,16,47,2458166,2018,2,16,47,2458166,5.52,15.02,28.63,19.97,306,457,406,249
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,504,Recent_fruit_or_seed_drop,2018,3,6,65,2458184,2018,3,6,65,2458184,5.52,15.02,28.63,19.97,306,457,406,249
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,516,Fruits,2018,1,19,19,2458138,2018,1,19,19,2458138,5.52,15.02,28.63,19.97,306,457,406,249
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,516,Fruits,2018,2,16,47,2458166,2018,3,1,60,2458179,5.52,15.02,28.63,19.97,306,457,406,249
27645,Green-Wood_Vista_Grove_,40.652672,-73.987457,40,143303,516,Fruits,2018,3,6,65,2458184,2018,3,6,65,2458184,5.52,15.02,28.63,19.97,306,457,406,249
12249,Cayuga_Nature_Center,42.518417,-76.556999,175,52580,371,Breaking_leaf_buds,2019,4,23,113,2458597,2019,4,23,113,2458597,1.9,13.01,26.45,14.65,167,200,251,333
12249,Cayuga_Nature_Center,42.518417,-76.556999,175,52580,467,Increasing_leaf_size,2019,5,16,136,2458620,2019,5,23,143,2458627,1.9,13.01,26.45,14.65,167,200,251,333
12249,Cayuga_Nature_Center,42.518417,-76.556999,175,52580,471,Falling_leaves,2019,8,23,235,2458719,2019,10,14,287,2458771,1.9,13.01,26.45,14.65,167,200,251,333
12249,Cayuga_Nature_Center,42.518417,-76.556999,175,52580,483,Leaves,2019,5,16,136,2458620,2019,10,14,287,2458771,1.9,13.01,26.45,14.65,167,200,251,333
12249,Cayuga_Nature_Center,42.518417,-76.556999,175,52580,498,Colored_leaves,2019,8,23,235,2458719,2019,10,14,287,2458771,1.9,13.01,26.45,14.65,167,200,251,333
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,371,Breaking_leaf_buds,2019,4,26,116,2458600,2019,5,15,135,2458619,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,390,Ripe_fruits,2019,9,19,262,2458746,2019,12,10,344,2458828,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,467,Increasing_leaf_size,2019,5,7,127,2458611,2019,6,3,154,2458638,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,471,Falling_leaves,2019,9,7,250,2458734,2019,10,7,280,2458764,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,471,Falling_leaves,2019,10,19,292,2458776,2019,10,19,292,2458776,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,483,Leaves,2019,5,7,127,2458611,2019,10,15,288,2458772,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,498,Colored_leaves,2019,9,7,250,2458734,2019,10,15,288,2458772,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,500,Flowers_or_flower_buds,2019,5,27,147,2458631,2019,7,16,197,2458681,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,501,Open_flowers,2019,7,16,197,2458681,2019,7,16,197,2458681,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,504,Recent_fruit_or_seed_drop,2019,9,25,268,2458752,2019,9,25,268,2458752,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,504,Recent_fruit_or_seed_drop,2019,11,15,319,2458803,2019,11,15,319,2458803,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,516,Fruits,2019,3,8,67,2458551,2019,3,8,67,2458551,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,112470,516,Fruits,2019,7,22,203,2458687,2019,12,10,344,2458828,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,371,Breaking_leaf_buds,2019,4,26,116,2458600,2019,5,20,140,2458624,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,390,Ripe_fruits,2019,9,19,262,2458746,2019,12,10,344,2458828,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,467,Increasing_leaf_size,2019,5,4,124,2458608,2019,5,20,140,2458624,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,471,Falling_leaves,2019,9,7,250,2458734,2019,10,28,301,2458785,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,483,Leaves,2019,5,4,124,2458608,2019,10,15,288,2458772,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,498,Colored_leaves,2019,8,28,240,2458724,2019,10,15,288,2458772,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,500,Flowers_or_flower_buds,2019,5,4,124,2458608,2019,5,4,124,2458608,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,500,Flowers_or_flower_buds,2019,5,27,147,2458631,2019,7,22,203,2458687,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,501,Open_flowers,2019,5,4,124,2458608,2019,5,4,124,2458608,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,501,Open_flowers,2019,7,1,182,2458666,2019,7,22,203,2458687,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,504,Recent_fruit_or_seed_drop,2019,9,19,262,2458746,2019,9,25,268,2458752,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,504,Recent_fruit_or_seed_drop,2019,10,15,288,2458772,2019,11,15,319,2458803,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,516,Fruits,2019,1,16,16,2458500,2019,3,8,67,2458551,1.77,13.02,26.65,14.09,296,309,298,519
23813,Phudd_Hill_,42.270908,-73.59346,212,118701,516,Fruits,2019,7,22,203,2458687,2019,12,10,344,2458828,1.77,13.02,26.65,14.09,296,309,298,519
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142909,371,Breaking_leaf_buds,2019,4,20,110,2458594,2019,5,6,126,2458610,0.22,11.76,25.09,12.86,269,291,345,430
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142912,371,Breaking_leaf_buds,2019,4,20,110,2458594,2019,4,20,110,2458594,0.22,11.76,25.09,12.86,269,291,345,430
